timeDown::timeUp::key::l_shift::r_shift
1619993036702791800::1619993036786200000:: ::0::1
1619993036882153700::1619993036998220300::o::0::1
1619993036945533300::1619993037056739900::f::0::1
1619993037121325900::1619993037214665100:: ::0::1
1619993037354733100::1619993037475889200::s::0::1
1619993037603066100::1619993037725115300::c::0::1
1619993037789546000::1619993037865581900::h::0::1
1619993037963962300::1619993038067187200::o::0::1
1619993038162628600::1619993038253919000::o::0::1
1619993038349798400::1619993038440506300::l::0::1
1619993038551222800::1619993038641427500:: ::0::1
1619993038769189700::1619993038861943100::f::0::1
1619993038846395000::1619993038967957100::u::0::1
1619993039080563100::1619993039216452200::n::0::1
1619993039295589200::1619993039418296200::c::0::1
1619993039512075400::1619993039619711900::t::0::1
1619993039651779500::1619993039818892200::i::0::1
1619993039800206000::1619993039944779000::o::0::1
1619993039868002500::1619993039987324600::n::0::1
1619993040023983700::1619993040131340700::s::0::1
1619993040224087100::1619993040329989400::,::0::1
1619993040379202400::1619993040471224100:: ::0::1
1619993040513421700::1619993040619444900::a::0::1
1619993040622575200::1619993040703987600::n::0::1
1619993040738031900::1619993040842094600::d::0::1
1619993040878064400::1619993040966778100:: ::0::1
1619993041008680400::1619993041125602200::s::0::1
1619993041112925700::1619993041232885200::e::0::1
1619993041266673100::1619993041387940100::r::0::1
1619993041583496600::1619993041667250000::v::0::1
1619993041716964800::1619993041806641800::e::0::1
1619993041870521700::1619993041947302500:: ::0::1
1619993041933775100::1619993042056807000::a::0::1
1619993042136738100::1619993042273382900::s::0::1
1619993042604656700::1619993042726107400:: ::0::1
1619993042900451300::1619993043035992000::s::0::1
1619993043051267400::1619993043159396700::u::0::1
1619993043252194200::1619993043348577600::p::0::1
1619993043683758400::1619993043794311300::e::0::1
1619993043859375200::1619993043992013700::r::0::1
1619993044939074200::1619993045023383700::v::0::1
1619993045067574200::1619993045212355900::i::0::1
1619993045276869200::1619993045405313700::s::0::1
1619993045541251200::1619993045694798000::o::0::1
1619993046085722200::1619993046148715000::backspace::0::1
1619993046178940400::1619993046302982100::r::0::1
1619993046412253600::1619993046537123500::o::0::1
1619993046817241600::1619993046894404500::backspace::0::1
1619993046961942900::1619993047038503300::backspace::0::1
1619993047039499500::1619993047162075000::s::0::1
1619993047196129800::1619993047301085900::'::0::1
1619993047723091400::1619993047798189800::backspace::0::1
1619993047878006300::1619993047971253500::backspace::0::1
1619993048570454900::1619993048701572800::o::0::1
1619993048830703900::1619993048951154200::r::0::1
1619993049095934700::1619993049216289200::s::0::1
1619993049250365100::1619993049325125000:: ::0::1
1619993049560862900::1619993049651584000::f::0::1
1619993049654626600::1619993049758675500::o::0::1
1619993049776740400::1619993049883485600::r::0::1
1619993049936048900::1619993050010805800:: ::0::1
1619993050089585300::1619993050196147600::e::0::1
1619993050259622900::1619993050396656000::x::0::1
1619993050599222400::1619993050707123100::t::0::1
1619993050800867200::1619993050891533500::a::0::1
1619993051517084100::1619993051606771300::backspace::0::1
1619993051626906000::1619993051760895400::r::0::1
1619993051825232600::1619993051948238800::a::0::1
1619993052166080900::1619993052289867400::c::0::1
1619993052362983700::1619993052462622200::u::0::1
1619993052526371900::1619993052630951700::r::0::1
1619993052728787100::1619993052834401500::r::0::1
1619993052884157700::1619993053005411200::i::0::1
1619993053178858800::1619993053299784600::c::0::1
1619993053412205600::1619993053534066400::u::0::1
1619993053661731700::1619993053750636900::l::0::1
1619993053801162900::1619993053907415300::a::0::1
1619993054009357000::1619993054124222800::r::0::1
1619993054173876700::1619993054249997000:: ::0::1
1619993054330565600::1619993054451589800::a::0::1
1619993054563432300::1619993054701813800::c::0::1
1619993054796625500::1619993054904968200::t::0::1
1619993054938907400::1619993055059134700::i::0::1
1619993055155132800::1619993055254843600::v::0::1
1619993055263956800::1619993055385129600::i::0::1
1619993055624377300::1619993055712410900::t::0::1
1619993055745000300::1619993055835721600::i::0::1
1619993055963478500::1619993056083228800::e::0::1
1619993056101909200::1619993056207324400::s::0::1
1619993056677862100::1619993056785655000::.::0::1
1619993056896519400::1619993056955449500:: ::0::1
1619993057363635800::1619993057470225700::n::0::1
1619993057536064300::1619993057640785600:: ::0::1
1619993057659360000::1619993057786410000::s::0::1
1619993057771477500::1619993057906423900::o::0::1
1619993057972341800::1619993058059604200::m::0::1
1619993058126110900::1619993058278687200::e::0::1
1619993058307345500::1619993058411780800:: ::0::1
1619993058482206200::1619993058589311700::e::0::1
1619993058839895500::1619993058945148200::d::0::1
1619993058948572700::1619993059053058200::u::0::1
1619993059257755100::1619993059347793800::x::0::1
1619993059600653300::1619993059661165800::backspace::0::1
1619993059678660200::1619993059799848800::c::0::1
1619993059911257500::1619993060031640600::a::0::1
1619993060081363800::1619993060220141900::t::0::1
1619993060223225600::1619993060385307600::i::0::1
1619993060364116000::1619993060509865400::o::0::1
1619993060451073900::1619993060555434600::n::0::1
1619993060788763900::1619993060898283100:: ::0::1
1619993060923512400::1619993061053037500::s::0::1
1619993061167207100::1619993061300562700::y::0::1
1619993061273776700::1619993061444589500::s::0::1
1619993061429030500::1619993061549827200::t::0::1
1619993061583874500::1619993061704923200::e::0::1
1619993061815665300::1619993061922002300::m::0::1
1619993062033454200::1619993062138601000::s::0::1
1619993062158159100::1619993062262488000::,::0::1
1619993062312648900::1619993062400867600:: ::0::1
1619993062653836600::1619993062743154500::t::0::1
1619993062763217700::1619993062853205500::e::0::1
1619993062886254300::1619993063005534800::a::0::1
1619993063119728800::1619993063241759800::c::0::1
1619993063337822400::1619993063442007900::h::0::1
1619993063540994700::1619993063651381000::e::0::1
1619993063663734700::1619993063773328900::r::0::1
1619993063870189100::1619993063989325400::s::0::1
1619993064025069300::1619993064109433100:: ::0::1
1619993064323601100::1619993064421794300::m::0::1
1619993064486547400::1619993064562096500::a::0::1
1619993064577800700::1619993064686251700::y::0::1
1619993064755564700::1619993064852169900:: ::0::1
1619993065719434600::1619993065824000000::h::0::1
1619993065876067900::1619993065979189200::a::0::1
1619993066062535900::1619993066159837400::v::0::1
1619993066155838200::1619993066229644000::e::0::1
1619993066309543900::1619993066381472500:: ::0::1
1619993066512953700::1619993066672458500::r::0::1
1619993066655550900::1619993066754018900::e::0::1
1619993066760607000::1619993066912197400::s::0::1
1619993066886242700::1619993066988480100::t::0::1
1619993067317685200::1619993067392973400::backspace::0::1
1619993067364805900::1619993067470310400::p::0::1
1619993067601677600::1619993067736316300::o::0::1
1619993067865827400::1619993067969542100::n::0::1
1619993068051266200::1619993068171189800::s::0::1
1619993068297875500::1619993068404783000::i::0::1
1619993069446403300::1619993069565490600::b::0::1
1619993069675958600::1619993069814990000::i::0::1
1619993070019128600::1619993070125128300::l::0::1
1619993070282816200::1619993070400649600::i::0::1
1619993070407910100::1619993070513639500::t::0::1
1619993070624191500::1619993070714342100::y::0::1
1619993070800866300::1619993070898077600:: ::0::1
1619993071139772300::1619993071259097500::f::0::1
1619993071232186000::1619993071336173800::o::0::1
1619993071371444900::1619993071508200300::r::0::1
1619993071649493000::1619993071744618400:: ::0::1
1619993071907679200::1619993072019140300::s::0::1
1619993072163247900::1619993072260107800::t::0::1
1619993072241833500::1619993072344864600::u::0::1
1619993072474602200::1619993072579917800::d::0::1
1619993072597350300::1619993072709335200::e::0::1
1619993072750294500::1619993072845597700::s::0::1
1619993072849633800::1619993072985093400::n::0::1
1619993073283481100::1619993073357418900::backspace::0::1
1619993073423770900::1619993073511818900::backspace::0::1
1619993073718045300::1619993073814228500::n::0::1
1619993073824864000::1619993073929974400::t::0::1
1619993074008454100::1619993074089244900:: ::0::1
1619993074244576300::1619993074289303600::s::0::1
1619993074865518300::1619993074940547100::backspace::0::1
1619993074963295700::1619993075063698900::d::0::1
1619993075144743700::1619993075298284300::i::0::1
1619993075339828800::1619993075461941100::s::0::1
1619993075759664600::1619993075899852500::c::0::1
1619993075976913400::1619993076088878100::i::0::1
1619993076306376300::1619993076409681000::p::0::1
1619993076524904100::1619993076629283400::l::0::1
1619993076744398100::1619993076876513900::i::0::1
1619993077043106200::1619993077156693100::n::0::1
1619993077191824000::1619993077312329700::e::0::1
